raaj_banshi,0,0,Drop #hindi as #official #language #equality #news #india #StopHindiImposition @rashtrapatibhvn @OfficeOfRG @republic @SitaramYechury,@rashtrapatibhvn @OfficeOfRG @republic @SitaramYechury,#hindi #official #language #equality #news #india #StopHindiImposition,956311806250659840,https://twitter.com/raaj_banshi/status/956311806250659840
jeevesdavid,0,0,If India is listed higher than Saudi Arabia then there is something wrong with the list. https:// fb.me/1O5Trw7gc,,,956311771756802050,https://twitter.com/jeevesdavid/status/956311771756802050
PistoiaAug14,0,0,"After Davos award, Shah Rukh says Bollywood beyond song-and-dance movies, and is India 's soft power http:// ecoti.in/pv99La via @ETPanache",@ETPanache,,956311699577081858,https://twitter.com/PistoiaAug14/status/956311699577081858
KChaita49697812,0,0,U mentioned India in ur tweet and In bollywood BB2 footfalls are 5.4 crores not 4 crores,,,956311692421496832,https://twitter.com/KChaita49697812/status/956311692421496832
HEARTOFGOLD2,0,0,Uncapped teenage allrounder Yadav picked in India T20I squad http:// dlvr.it/QCdVKT,,,956311676793466880,https://twitter.com/HEARTOFGOLD2/status/956311676793466880
EveryNato,0,0,fetish: Foxtrot Echo Tango India Sierra Hotel,,,956311669021474816,https://twitter.com/EveryNato/status/956311669021474816
rashidgill5,0,1,"'But Karni Sena threatens to break India and attacks school children and they're still not called terrorists' Indian journalists learn from the US and Israel, whose leaders lie to Indians in the name of peace and self-defence.",,,956311648087826432,https://twitter.com/rashidgill5/status/956311648087826432
NainaSRKian,0,0,"Di daerah surabaya ada yg jual baju2 india impor,tp ada juga yg home made,kmaren q tanya,yg itu harga brapa,ktane 1900 free ongkir kl ke kotaku",,,956311643775893505,https://twitter.com/NainaSRKian/status/956311643775893505
OracleofWallSt,0,0,"This is coming from India , one of the most protectionist countries that restricts foreign investment and imports.",,,956311627728596992,https://twitter.com/OracleofWallSt/status/956311627728596992
UncleAfam,0,0,"People: ""Healthcare is great in the US"" *healthcare bill comes in the mail* People: ""You can live with it, it won't kill you. Or go to India ...""",,,956311604508971008,https://twitter.com/UncleAfam/status/956311604508971008
Mudifer,0,0,Nose .. #India with #Modi & #BJP in Govt you don't need any outer enemy,,#India #Modi #BJP,956311590030266368,https://twitter.com/Mudifer/status/956311590030266368
getbeer_se,0,0,Dry & Bitter Brewing UW India Pale Ale is now available from Systembolaget https://www. systembolaget.se/3268103,,,956311587920535553,https://twitter.com/getbeer_se/status/956311587920535553
vslittleworld,0,0,Dishwasher in India / #Dishwasher for Indian Home / Dishwasher Experience / Is Dishwasher useful for Indian Utensi http:// rviv.ly/Ij8XF,,#Dishwasher,956311586658045959,https://twitter.com/vslittleworld/status/956311586658045959
HazelEros,0,0,Teen student from India beaten in 'horrific' unprovoked attack in downtown bus shelter http://www. cbc.ca/news/canada/ma nitoba/bus-shelter-beating-portage-place-1.4501739 … Was it perhaps a racially-motivated assault?,,,956311581767319552,https://twitter.com/HazelEros/status/956311581767319552
India_Buzz,0,0,The latest The all-of- india -buzz Daily! https:// paper.li/India_Buzz/all -of-india-buzz?edition_id=68089040-0160-11e8-8810-0cc47a0d1605 … #wef18 #davos,,#wef18 #davos,956311580186238984,https://twitter.com/India_Buzz/status/956311580186238984
BLuisotti,0,3,Notte a domani Frederique!!!,,,956311578906947584,https://twitter.com/BLuisotti/status/956311578906947584
asethznya,0,0,[Update: Now available] Lava Red OnePlus 5T to go on sale via Amazon India on January 20th,,,956311534640222209,https://twitter.com/asethznya/status/956311534640222209
ShravanSaxena,0,0,"in spite of your match i came to know that 1 and half pm of india ,i could not be so mentally ready to sleep(nearly 4,5am or 7am too as u can recall so well 7am of dat morn had wished too to you) and yesss THEN SO #SIMPLY I DECIDED NOT TO SLEEP KINDS OR IF SLEEP THEN WITH ROOM li",,#SIMPLY,956311510531194880,https://twitter.com/ShravanSaxena/status/956311510531194880
bennanpishii,0,0,"OnePlus 5T Lava Red Variant to go on sale in India today: Price, launch offers and more https://www. indiatoday.in/technology/new s/story/oneplus-5t-lava-red-variant-to-go-on-sale-in-india-today-price-launch-offers-and-more-1150088-2018-01-20 …",,,956311507133976579,https://twitter.com/bennanpishii/status/956311507133976579
annamtetro,0,0,"Sivakoff says so Wayne Tsar and Ana V and then we had a St. Pete's Black Crown Karmapa war this month that made me find the black hole near my asc Sag, battle formation of Gita like Crimea, and surge of light on his exile India day, black crown winds of evil v RU saints, HHDL",,,956311476456837122,https://twitter.com/annamtetro/status/956311476456837122
faigrowinim1978,0,0,sex pron indian lesbian sex dirty anal anal cream india porn hentai porno outdoor xxx large breasts mary anne https:// twitter.com/craferrela1978 /status/940006184244916225 …,,,956311472942080000,https://twitter.com/faigrowinim1978/status/956311472942080000
homeopathy2010,0,0,@Dr_dad_of_3 Hope you got it..Why President Trump can do NOTHING against India . He needs India . So learn to respect your FRIENDS . Okay . https://www. youtube.com/watch?v=jUQmtW vbKq4 …,@Dr_dad_of_3,,956311431468724224,https://twitter.com/homeopathy2010/status/956311431468724224
xtl0s2slxr_912,0,0,Gurpreet Singh: Stop blaming Jagmeet Singh for Air India bombings http:// newspop.fun/caa/posts/9906 64 …,,,956311416050536448,https://twitter.com/xtl0s2slxr_912/status/956311416050536448
Sarvesh46211628,1,3,Good night my dear friend....and my dear friend I like it was beautiful morning friend..5:12am for India,,,956311384991547392,https://twitter.com/Sarvesh46211628/status/956311384991547392
Vineyardsunrise,0,0,People from India are Indian. Indigenous people of your country are not Indian. The parallel to the n word is valid. Because those disrespectfully referred to as ‘indians’ haven’t organized a civil rights style movement about it means nothing. Honour them or don’t. Your choice.,,,956311359746031616,https://twitter.com/Vineyardsunrise/status/956311359746031616
angelhellf,0,0,How will trump's india card play in the great afghan game the news minute i want to change my facebook username - http:// therapist.50r.in/how-will-trump -s-india-card-play-in-the-great …,,,956311351097483265,https://twitter.com/angelhellf/status/956311351097483265
Vcaroline67,0,1,Sou mais pra índia do que Japa KKK adorei te conhecer é sempre um prazer poder ajudar,,,956311346043412482,https://twitter.com/Vcaroline67/status/956311346043412482
adnanashraf65,0,0,Imam Mehdi Ke Khilaf Ullema-e-Sou Ka Manfi Propaganda By #YounusAlGohar http:// bit.ly/2lD3iKt Negative information about #ImamMehdi #Pakistan #India #Bangladesh #Qatar #Kuwait #UAE #Oman #Bahrain #Egypt #Morocco #SaudiArabia #Salafism #Deobandi #Wahabism,,#YounusAlGohar #ImamMehdi #Pakistan #India #Bangladesh #Qatar #Kuwait #UAE #Oman #Bahrain #Egypt #Morocco #SaudiArabia #Salafism #Deobandi #Wahabism,956311319862489089,https://twitter.com/adnanashraf65/status/956311319862489089
marciojmsilva,0,0,"Bullet Train in India a ‘New Challenge,' Hitachi Chairman Says https://www. bloomberg.com/news/articles/ 2018-01-23/bullet-train-in-india-a-new-challenge-hitachi-chairman-says …",,,956311311801094145,https://twitter.com/marciojmsilva/status/956311311801094145
NCHRC,0,0,The latest The Public Health India Daily! https:// paper.li/NCHRC/13112269 37?edition_id=3fbd0300-0160-11e8-83ab-002590a5ba2d …,,,956311304481984513,https://twitter.com/NCHRC/status/956311304481984513
_abhi_singh,0,1,Hina- fake unreal lier insecure arrogant dumb Ria- Error 404 not found @RiaRevealed Thnkgod ap wse ni ho @Bollywoodventu sirf awards hi sb kch ni hota hai...or b chize hai jo honi chahiye..jo hina m ni hai yh pure india ko pta chla hai bigboss m..,@RiaRevealed @Bollywoodventu,,956311300111413248,https://twitter.com/_abhi_singh/status/956311300111413248
PiperBayard,0,0,India 's pending $5 billion purchase of Russian S-400 air defense systems has collapsed.,,,956311297041166337,https://twitter.com/PiperBayard/status/956311297041166337
revengenews5244,0,0,Uncapped teenage allrounder Yadav picked in India T20I squad http://www. revengenews.com/uncapped-teena ge-allrounder-yadav-picked-in-india-t20i-squad/ …,,,956311255425396737,https://twitter.com/revengenews5244/status/956311255425396737
GorwayGlobal,2,5,"When, as the Prime Minister boasted in #Davos , in 2014 India voted in the BJP by a huge majority (okay the 600 Cr was a slip), that was the error. They knew they were voting for a Party that thrives on hate and communal violence. #ReapTheWhirlwind",,#Davos #ReapTheWhirlwind,956311237599682560,https://twitter.com/GorwayGlobal/status/956311237599682560
investindian,0,0,"rabhishek1982: RT @sureshpprabhu : Participated in an exclusive panel on "" India 's Role in the World"" moderated by Fareed Zakaria. Highlighted that we are not in a race but are here for the long run. I think we would grow at a very healthy rate for the ne… pic.twitter.com/gfSrU8Pzn1",@sureshpprabhu,,956311218582630400,https://twitter.com/investindian/status/956311218582630400
techhindinews2,0,0,"iBall CompBook Exemplaire+ With 10000mAh Battery Launched in India , iBall CompBook Exemplaire प्लस लॉन्च, iBall ने लॉन्च किया 16,499 रुपये का लैपटॉप, जानें इसकी खासियतें – NDTV http:// Gadgets360.com http:// techhindinews.com/iball-compbook -exemplaire-with-10000mah-battery-launched-in-india-iball-compbook-exemplaire-%e0%a4%aa%e0%a5%8d%e0%a4%b2%e0%a4%b8-%e0%a4%b2%e0%a5%89%e0%a4%a8%e0%a5%8d%e0%a4%9a-iball-%e0%a4%a8/ …",,,956311217932525570,https://twitter.com/techhindinews2/status/956311217932525570
investindian,0,0,"rabhishek1982: RT @makeinindia : ""Invest India is probably one of the best moves Government of India could have made,"" says Bharti Enterprises VC & MD, Rajan Mittal #IndiaAtDavos #IndiaMeansBusiness #MakeInIndia pic.twitter.com/8PljiHkmLc",@makeinindia,#IndiaAtDavos #IndiaMeansBusiness #MakeInIndia,956311216548384769,https://twitter.com/investindian/status/956311216548384769
investindian,0,0,rabhishek1982: RT @makeinindia : #IndiaMeansBusiness rings clear at @wef 2018: @DIPPGOI Secretary @rabhishek1982 recalls major reform changes and leaps and bounds made in India ’s business ecosystem. #IndiaAtDavos #MakeInIndia pic.twitter.com/hqx9a0LkMd,@makeinindia @wef @DIPPGOI @rabhishek1982,#IndiaMeansBusiness #IndiaAtDavos #MakeInIndia,956311214828740615,https://twitter.com/investindian/status/956311214828740615
investindian,0,0,rabhishek1982: RT @investindia : Day 2 of #IndiaAtDavos . Indian Govt. and Business leaders discuss strategies to create a $500Bn digital payments industry by 2020 and how India can move from financial inclusion to financial health #IndiaMeansBusiness @ra … pic.twitter.com/NXFmYLeQ6X,@investindia @ra,#IndiaAtDavos #IndiaMeansBusiness,956311212597432322,https://twitter.com/investindian/status/956311212597432322
investindian,0,0,"rabhishek1982: RT @investindia : Roundtable 3 of Day 2 at India Investment Center: Promoting Financial Inclusion and Digital Payments, co-hosted by @PayPal and Invest India #IndiaMeansBusiness #IndiaAtDavos @wef @davos @rabhishek1982 pic.twitter.com/PqRXdTFYxJ",@investindia @PayPal @wef @davos @rabhishek1982,#IndiaMeansBusiness #IndiaAtDavos,956311210735161344,https://twitter.com/investindian/status/956311210735161344
BlondeAngel00,0,0,"So para terem uma pequena noção, ouçam technical hitch - mama India",,,956311197510455297,https://twitter.com/BlondeAngel00/status/956311197510455297
indywrites,0,0,"#TheWrongTurn is a patriotic, love filled, emotional book of young India on the verge of Independence. http:// go.shr.lc/2q964Zd @indywrites pic.twitter.com/7nWYPqUGoF",@indywrites,#TheWrongTurn,956311173347074048,https://twitter.com/indywrites/status/956311173347074048
snehithjalagam,0,0,make in india .. my ass https:// fb.me/L9VcAnC5,,,956311173284155394,https://twitter.com/snehithjalagam/status/956311173284155394
sujoydhar2016,1,1,"Realty consultancy Coldwell acquires assets portal Favista Actual estate consultancy firm Coldwell Banker India Pvt Ltd has received property search site http:// Favista.Com in an all-stock deal, the organ https:// addcrazy.com/realty-consult ancy-coldwell-acquires-assets-portal-favista/ …",,,956311165755449345,https://twitter.com/sujoydhar2016/status/956311165755449345
licjaimearturo,0,3,". India fue de Reino Unido y se independizó. Entiendo que eres un colonizado y nunca saliste de la casa de tus padres. Que padeces el síndrome de la colonia maltratada y prefieres seguir en ese círculo. Necesitas terapia a tu ignorancia, busca ayuda. no te quiere.",,,956311144238583809,https://twitter.com/licjaimearturo/status/956311144238583809
Goldenthrust,2,2,Is this dolt trying to incite violence in India ? https://www. jansatta.com/national/aimim -chief-asaduddin-owaisi-says-4-rajput-can-fight-padmavat-y-14-muslims-can-not-fight-shariat/556463/lite/?__twitter_impression=true …,,,956311077599428608,https://twitter.com/Goldenthrust/status/956311077599428608
Mudifer,0,0,#Sikh youth gathers to protest against #Hindu terrorism in #India and raise slogans for a #FreeKhalistan https:// twitter.com/72singh74/stat us/956096199127437312 …,,#Sikh #Hindu #India #FreeKhalistan,956311076441903104,https://twitter.com/Mudifer/status/956311076441903104
ShravanSaxena,0,0,"then suppose 3am or 4am of january20 of indian time,i come to know that match from 1 and half pm of india in stead of morn 5,6,7 or 8am kinds!!! and normally mentally was ready to awake for full night as expectation of your match 7am or 8am kinds!! SO YESSS OR IN SPITE OF YOUR m",,,956311040748347393,https://twitter.com/ShravanSaxena/status/956311040748347393
CorkscrewCorker,0,0,"Bike Key Chains Online - Buy Bike Keychains, Keyrings at Best Price in India | http:// Paytm.com http:// ref.gl/zwoY9Poh",,,956311005331521536,https://twitter.com/CorkscrewCorker/status/956311005331521536
MTorfan01,0,0,"Agree with you. We need tax relief, from both @JohnTory and @Kathleen_Wynne for us to win back outsourced jobs to India , China, Mexico, etc & to bri g back investment like US is doing & Winning. Our govt just tax grabs. These min wage hikes takes $1000/yr https:// twitter.com/danwieland/sta tus/956309079063801856 …",@JohnTory @Kathleen_Wynne,,956310991075033088,https://twitter.com/MTorfan01/status/956310991075033088
SameerS25657379,0,0,"Afghanistan, Tarim Basin(Xinjiang) China, Central Asia, & many parts of Pakistan were Buddhist lands before Muslims invaded & forcefully converted everyone to Islam.   & when Muslims invaded India , they even burned down ""Nalanda"" the most famous Buddhist monastery in the world.",,,956310983500353536,https://twitter.com/SameerS25657379/status/956310983500353536
StickieBrand,0,0,"We are proud of you India , Stay Focused! https://www. instagram.com/p/BeWdvGMBrV5/",,,956310973421244416,https://twitter.com/StickieBrand/status/956310973421244416
funkyaarjay,0,0,@Uber @Uber_Support @UberFact @Uber_ India @uber https:// twitter.com/funkyaarjay/st atus/956309971167145985 …,@Uber @Uber_Support @UberFact @Uber_ @uber,,956310969977720832,https://twitter.com/funkyaarjay/status/956310969977720832
TudoCelular,2,4,"Um hábito comum no Brasil tem feito milhões de Androids travarem, mas lá na Índia https://www. tudocelular.com/android/notici as/n118778/habito-comum-brasil-milhoes-android-travarem-india.html …",,,956310946707836928,https://twitter.com/TudoCelular/status/956310946707836928
imleoraj,0,0,Modi ji is busy promoting Brand India and Khattar is a spine less creature. Common man has to fight his own battle.,,,956310935303462912,https://twitter.com/imleoraj/status/956310935303462912
warfarenews,0,1,"https:// goo.gl/aJGTj7 - India a responsible nuclear state, believes in ‘no first use’ Union minister - YouTube - Union minister M J Akbar today asserted that India is a responsible nuclear state and believes in ‘no first use’ of such weapons, even ... pic.twitter.com/O6MK9UWKdt",,,956310906593476608,https://twitter.com/warfarenews/status/956310906593476608
umapolitics7779,1,1,"hi 7 news Sydney / AUSTRALIA , india does not know china & it is the mixed breed new delhi secrets with Beijing&many dead at border?FBI/um* pic.twitter.com/TSWKqt4OLz",,,956310850951770113,https://twitter.com/umapolitics7779/status/956310850951770113
PiperBayard,0,2,Media in India has been falsely reporting that Lockheed Martin will soon be opening will soon open an F-35 production line in India . ... No.,,,956310828092805120,https://twitter.com/PiperBayard/status/956310828092805120
levanitine,0,2,"In my medical anthropology class, we saw a document on the Black Market on kidneys in Kolkata, India Indians wylin",,,956310816050958337,https://twitter.com/levanitine/status/956310816050958337
Dr_dad_of_3,0,0,Racist eh? I didn’t say anything about the people of India ....,,,956310801429737473,https://twitter.com/Dr_dad_of_3/status/956310801429737473
logicalgong,6,10,Good. Now investigate how many fraudulent employment based green cards are filed from India ! L1 to EB1 fraud is rampant. Many of these foreign workers bribe companies to file a gc petition. You should investigate those more.,,,956310774347001856,https://twitter.com/logicalgong/status/956310774347001856
rglespina,0,0,Franco de Vita - Cuando Tus Ojos Me Miran ft. India Martinez https:// youtu.be/LSR1BNxdT8A vía @YouTube,@YouTube,,956310774015807489,https://twitter.com/rglespina/status/956310774015807489
Msimulizionline,0,0,"Sinema yenye utata ya Bollywood #PADMAAVAT , yazua ghasia katika miji ya India baada ya wahindu wenye siasa kali... https:// fb.me/6SQolivy5",,#PADMAAVAT,956310773353078784,https://twitter.com/Msimulizionline/status/956310773353078784
homeopathy2010,0,0,So doctor !! President Trump..Can do nothing against INDIA . Nada Zilch . He needs India and its 2 Million strong army to enter the Indian ocean and enter south China sea https:// en.wikipedia.org/wiki/Indian_Ar med_Forces … . https://www. youtube.com/watch?v=oLqx_Q aDc5Y … pic.twitter.com/WMai7CmDLv,,,956310748698959874,https://twitter.com/homeopathy2010/status/956310748698959874
ThaElectricCity,0,0,Pulses in Gujarat - Manufacturers and Suppliers India http:// ref.gl/MPONqvoG,,,956310747360956417,https://twitter.com/ThaElectricCity/status/956310747360956417
ciaran4320,0,0,"I'm sure it has been splashed across some tabloids, where it belongs, because it doesn't ask you to think. ROI in the green yet a significant trade deficit with the UK. UK has trade deficits in goods with, China, Canada, Japan, India , Brazil, Russia, Taiwan, Vietnam, S Africa etc",,,956310726599217159,https://twitter.com/ciaran4320/status/956310726599217159
sunilyour,0,0,"@___Rajputana Rajputs are the real soldiers of India from ancient time,they were given everything of there life & family for nation,there family & forefathers deserve social respect",@___Rajputana,,956310699977842688,https://twitter.com/sunilyour/status/956310699977842688
168onlineshop,0,0,LongDress India @49rb Seri @40rb S-XL Ready Add pin2966943f/inbox NO TIPU TIPU,@49rb @40rb,,956310697633181696,https://twitter.com/168onlineshop/status/956310697633181696
Indian_Biz,0,0,Sale of tobacco in shops selling FMCG items banned in Maha https:// goo.gl/Zo4eyP #india #indiabiz,,#india #indiabiz,956310692742778880,https://twitter.com/Indian_Biz/status/956310692742778880
Indian_Biz,0,0,"325 more routes awarded under RCS-2, IndiGo, Jet Airways & https:// goo.gl/ED9qCN #india #indiabiz",,#india #indiabiz,956310690100367360,https://twitter.com/Indian_Biz/status/956310690100367360
discomfiting,90,301,"He supported Hitler & only opposed him after the empire was threatened. He used chemical weapons, pushed nazi propaganda, starved millions to death in India , had death camps in Africa, aided the U.S genocide of Koreans & the Iran coup, etc. Yeah, he was ""scum"", to say the least. https:// twitter.com/BreitbartNews/ status/956182414308663298 …",,,956310689089572871,https://twitter.com/discomfiting/status/956310689089572871
Javedrashid,0,0,"India , Vietnam talk with eye on China http:// toi.in/UTblTZ/a24gk via @timesofindia",@timesofindia,,956310683947323399,https://twitter.com/Javedrashid/status/956310683947323399
artyvanguard,0,0,Most of Americans are getting a tax cut Chip was offered for 6 years The dream act was a unilateral move by obama to expire AFTER he left The Paris “deal” takes money from us while India and China keep emissions the same #NetNeutrality is NOT neutral. It’s govt regulated https:// twitter.com/wesley_jordan/ status/956232995714641920 …,,#NetNeutrality,956310678599483393,https://twitter.com/artyvanguard/status/956310678599483393
sujoydhar2016,1,1,"Families are undone by bank and the way of India ’s fund disaster By using midday, Soni Mishra* has taken off her dupatta (head scarf), wiped the make-up off her sweaty face, and phoned her h https:// workreveal.biz/families-are-u ndone-by-bank-and-the-way-of-indias-fund-disaster/ …",,,956310666247311360,https://twitter.com/sujoydhar2016/status/956310666247311360
automotivekeeda,0,0,Recently a UAE registered @ScuderiaFerrari #F12 was seen in #Kerala #India . Note: We don't own the picture rights. pic.twitter.com/v4YjuJeCIZ,@ScuderiaFerrari,#F12 #Kerala #India,956310653274177537,https://twitter.com/automotivekeeda/status/956310653274177537
elpaisuy,3,7,"En India , ""se purifica el alma"" en el río Ganges- http:// bit.ly/2E5gj8v pic.twitter.com/kSTJzD8Rg1",,,956310648031449089,https://twitter.com/elpaisuy/status/956310648031449089
Nerdbunker,2,14,Agora você pode montar um drone enquanto come frango – mas só na Índia https:// goo.gl/jE21oT pic.twitter.com/s55AKrI5WX,,,956310648031293440,https://twitter.com/Nerdbunker/status/956310648031293440
mann1043,0,0,Khattar is known for working with arsonist ...sirsa wala baba earlier ...today it would release in rest of india .watching today at 7pm,,,956310630406828032,https://twitter.com/mann1043/status/956310630406828032
Trudemic,0,0,Socialism doesn’t work. Bill Gates speaks on what India does right https:// youtu.be/_jxhZIZIINg via @YouTube,@YouTube,,956310627852660737,https://twitter.com/Trudemic/status/956310627852660737
baccano_english,0,0,"""Oh you don't know? In India , they train a rat and make them into a guardrat that is stronger than an elephant""-1934娑婆Christopher",,,956310626573336576,https://twitter.com/baccano_english/status/956310626573336576
kajalpurohit,0,1,I really wonder PhD student who goes around India spending our given taxmoney n wasting precious research time can get away from attendance? Try this with some other Uni! Wont work. When will Govt be strict on such waste of money n seat? Reservation quita misuse @Vishank_Joshi,@Vishank_Joshi,,956310626271293446,https://twitter.com/kajalpurohit/status/956310626271293446
BusTrav,0,0,India ranks in top 5 list of highest number of visitors to Thailand : https:// goo.gl/DQnLLg #businesstravel #travel,,#businesstravel #travel,956310617735905280,https://twitter.com/BusTrav/status/956310617735905280
reinkanime,0,0,"En marzo de 2014, Audi India ofreció descuentos de hasta 0,85 millones de rupias comprar bitcoins con dinero en efectivo ($ 13,600 USD) en modelos seleccionados parte de su gama “Colección Primavera”. También ofreció “especial financiera transferencia de Bitcoin Re ...",,,956310609632559111,https://twitter.com/reinkanime/status/956310609632559111
maharyantoaja,0,0,Cukur sendiri india https://www. instagram.com/p/BeWdXE_gLWC/,,,956310603806715904,https://twitter.com/maharyantoaja/status/956310603806715904
hella_fine_1908,0,0,You’ll feel me The sun rises and sets every day without fail That’s how I know that God is real All of this is not by chance -the great prophet India Arie,,,956310595145433089,https://twitter.com/hella_fine_1908/status/956310595145433089
HelloGeneration,0,0,Aliexpress Haul India | Honest Review | Everything Under Rs 400 http:// hellogeneration.com/2018/01/24/ali express-haul-india-honest-review-everything-under-rs-400/ …,,,956310581044133889,https://twitter.com/HelloGeneration/status/956310581044133889
ywadali,0,1,Super hit,,,956310570784899077,https://twitter.com/ywadali/status/956310570784899077
atr_sumana,0,0,"There is no Pro-BJP party in India , all r pro-cong like u and most of them r family parties like cong & foreign parties like u, subversive NGOs with foreign aids. http:// indianexpress.com/article/india/ sitaram-yechury-if-you-charge-me-as-being-pro-cong-i-can-counter-charge-others-as-being-pro-bjp-5038170/ … via @IndianExpress",@IndianExpress,,956310557312802816,https://twitter.com/atr_sumana/status/956310557312802816
ChanchalSinha,0,0,"It is shameful! Our PM says that people should come to India , but to experience this! @HMOIndia",@HMOIndia,,956310531018649600,https://twitter.com/ChanchalSinha/status/956310531018649600
chicadeimpakto,0,0,"también van ayudar a francia, para q mejore su economía la india también va ha destacar, crecer su economía peru no se porq peru no me ayuda entonces como lo van ayudar al peru porque los que dominan el mundo asi se manejan ayudas y te ayudan osea me ayudan y talvez los ayuden",,,956310514254172160,https://twitter.com/chicadeimpakto/status/956310514254172160
sainivivek38,0,0,Congrats Sumit,,,956310510105849856,https://twitter.com/sainivivek38/status/956310510105849856
TheBodyArchive,0,0,Dear friends in Southern California - come join us for the world premiere of The Doctor From India movie at The... https:// fb.me/9jOxzK4Gu,,,956310491751645192,https://twitter.com/TheBodyArchive/status/956310491751645192
woke_econ,0,2,Also look to the politics happening in Kerala India . I will concede Kerala is not a country but a state and you can't really pin those policies on a specific leader cause they have been happening for awhile.,,,956310477373665281,https://twitter.com/woke_econ/status/956310477373665281
MissIndiaAus,1,0,"Talent Update: #NibeditaPal , @RajSuri @MissIndiaAus 2015 Winner, shoots in India for #fashion label Mraar | #diversity #Australian #actor #model #AussieinIndia pic.twitter.com/KfcZsQmlwm",@RajSuri @MissIndiaAus,#NibeditaPal #fashion #diversity #Australian #actor #model #AussieinIndia,956310458943680512,https://twitter.com/MissIndiaAus/status/956310458943680512
Guibbers,0,0,Vai ver tem outro na India,,,956310434432409601,https://twitter.com/Guibbers/status/956310434432409601
iqbalhossainin,0,0,I liked a @YouTube video http:// youtu.be/GVcOBVm8s9o?a Bangladesh vs india asia cup 2012.A Historic Moment .Bangla cricket tiger beat india,@YouTube,,956310427436310528,https://twitter.com/iqbalhossainin/status/956310427436310528
Dr_dad_of_3,1,0,It’s made in India . Judging by the other cheap crap made there...I think we’ll be fine.,,,956310422847713281,https://twitter.com/Dr_dad_of_3/status/956310422847713281
sajitpillai,0,1,Shame on you!!! #KarniSena #Rajasthan #Gujarat #MadhyaPradesh #BJP #Padmavaat #Padmaavati Well done India !!!!,,#KarniSena #Rajasthan #Gujarat #MadhyaPradesh #BJP #Padmavaat #Padmaavati,956310399686672385,https://twitter.com/sajitpillai/status/956310399686672385
rajputcoool,0,0,3rd Test: India Falter With Bat As South Africa Shine With Ball Yet Again http:// newsvire.com/3rd-test-india -falter-with-bat-as-south-africa-shine-with-ball-yet-again/ … pic.twitter.com/1t9q1nmUr4,,,956310390333304832,https://twitter.com/rajputcoool/status/956310390333304832
enviosmasivosni,0,0,India Martinez - Corazon Hambriento (Acustico) ft. Abel Pintos https:// youtu.be/LohWK3M33LA vía @YouTube,@YouTube,,956310376446078976,https://twitter.com/enviosmasivosni/status/956310376446078976
SrkRocksNRules,0,1,Shah Rukh Khan feels inspired by Prime Minister Narendra Modi's speech at WEC - Times of India http:// bit.ly/2rCOCRK #srk pic.twitter.com/mTgZ7LKxmD,,#srk,956310342421958657,https://twitter.com/SrkRocksNRules/status/956310342421958657
bgdabogados,0,0,"Cataluña, Marruecos e India hunden a Suez http://www. bgdabogados.com/cataluna-marru ecos-e-india-hunden-a-suez/ …",,,956310318849970176,https://twitter.com/bgdabogados/status/956310318849970176
hashBengaluru,0,2,First transgender marriage registered in Karnataka - Times of India http:// ift.tt/2DAPYlM #Bengaluru,,#Bengaluru,956310285098389509,https://twitter.com/hashBengaluru/status/956310285098389509
majibthepoet,3,4,"Ye jo pathar dekhte ho tum, aadmi tha kabhi. Ahl-a-mohabbat ko bataya gaya. Mohabbat aise karte hain. #majibthepoet #Shair #shayari #ghazal #urdu #rekhta #poetry #nazm #qalaam #kavita #hindi #indian #pakistan #pakistani #india #shayar #poet #punjabi #ashar #qimaam #song #lyrics",,#majibthepoet #Shair #shayari #ghazal #urdu #rekhta #poetry #nazm #qalaam #kavita #hindi #indian #pakistan #pakistani #india #shayar #poet #punjabi #ashar #qimaam #song #lyrics,956310283542323201,https://twitter.com/majibthepoet/status/956310283542323201
Ankitg18,0,0,"#CelebratingRepublicDay A multicultural ,multidiversity community lives with harmony & peace is my India",,#CelebratingRepublicDay,956310276084846593,https://twitter.com/Ankitg18/status/956310276084846593
homeopathy2010,0,0,So Dr Kid. Learn to respect your FRIENDS .. INDIA is going to be around. US needs India . https://www. youtube.com/watch?v=yMkr_3 _CZO4 … BrahMos Supersonic Cruise Missile Test Fired From Indian frigate INS Tarkash | Build with Indian and Russian collaboration,,,956310271076765697,https://twitter.com/homeopathy2010/status/956310271076765697
TheWelshPatriot,0,0,Economic concessions as part of trade deals will be made but we absolutely don’t have to reduce any standards on food and we certainly won’t be agreeing to FOM with India .. Fair trade with mutual benefit between countries can and will be achieved,,,956310238470311938,https://twitter.com/TheWelshPatriot/status/956310238470311938
cigartaster1,0,0,Coorg's bitter brew: Bonded labour in India 's biggest coffee estates https://www. thenewsminute.com/article/coorgs -bitter-brew-bonded-labour-indias-biggest-coffee-estates-75134 …,,,956310234414436356,https://twitter.com/cigartaster1/status/956310234414436356
aviationtoday,1,0,"RT AvionicsMag ""From nickzazulia: India Releases IFC Recommendations http:// bit.ly/2F6BtCf """,,,956310224847228931,https://twitter.com/aviationtoday/status/956310224847228931
BKKS77,0,0,"Dear Sir @narendramodi , I am an ordinary salaried person deputed by my company to US for last 4 years. Despite filling my India returns in time every year, I am being harassed by IT dept and the refund I legitimately deserve is not being processed for last 3 years. Please help",@narendramodi,,956310213962776576,https://twitter.com/BKKS77/status/956310213962776576
